,Bank,In_Strength,Out_Strength,Betweenness,Katz,PageRank
888 CAYMAN FINANCE,888 CAYMAN FINANCE,2145000002,0,0,0,0.000213214722239527
BROADRIDGE FINANCIAL SOLUTIONS,BROADRIDGE FINANCIAL SOLUTIONS,2800000003,0,0,0,0.000215274016367385
HR PATH AND,HR PATH AND,279696240,0,0,0,0.00044954452907743
BGAI FINANCE COMPANY PTY,BGAI FINANCE COMPANY PTY,266541845,0,0,0,0.000378098965764149
EURONEXT,EURONEXT,625019532,0,0,0,0.000218156889379887
IIF INTL HOLDING LP,IIF INTL HOLDING LP,2499999999,0,0,0,0.000226954975042471
CONCORD COPYRIGHTS NO1,CONCORD COPYRIGHTS NO1,8.2e+07,0,0,0,0.000201123362741792
ISPT FINANCE PTY,ISPT FINANCE PTY,1495234752,0,0,0,0.000312066384844645
BIGGE GROUP,BIGGE GROUP,579999997,0,0,0,0.000207172315662417
IMA FINANCIAL GROUP,IMA FINANCIAL GROUP,1841166602,0,0,0.130341402403494,0.000397911923478586
STONEMONT FINANCIAL GROUP,STONEMONT FINANCIAL GROUP,1.8e+07,0,0,0,0.000362441331723855
TRINSEO MATERIALS OPERATING SCA,TRINSEO MATERIALS OPERATING SCA,2189251294,0,0,0.0233367766373416,0.000431345651940738
SOUTH AFRICAN BANKERS SERVICES COMPANY,SOUTH AFRICAN BANKERS SERVICES COMPANY,23478068,0,0,0.00166044841911557,0.000200523227980537
UNITED PACIFIC BANK,UNITED PACIFIC BANK,6e+08,0,0,0.0879211076089985,0.000220324251733667
PORT OF NEWCASTLE INVESTMENTS PTY,PORT OF NEWCASTLE INVESTMENTS PTY,325051033,0,0,0.00788435485778272,0.000202283030513915
GL CAPITAL GROUP,GL CAPITAL GROUP,8e+07,0,0,0,0.000199624295264936
SELP FINANCE SA RL,SELP FINANCE SA RL,520849608,0,0,0,0.000201933424335118
KAIPING SIHANG CONSTRUCTION INVESTMENT,KAIPING SIHANG CONSTRUCTION INVESTMENT,214461307,0,0,0,0.000195401547963345
GRUPO BC GLOBAL SERVICES SL,GRUPO BC GLOBAL SERVICES SL,180474392,0,0,0,0.000318021455170579
NGR FINANCE PTY,NGR FINANCE PTY,413273912,0,0,0,0.000200368418637094
PLENARY FINANCE TC NO1 PTY,PLENARY FINANCE TC NO1 PTY,52008164,0,0,0,0.000707152965383046
JINGDAN NEW ENERGY INVETMENT SHANGHAI,JINGDAN NEW ENERGY INVETMENT SHANGHAI,8e+07,0,0,0,0.000194903171135331
FC RETAIL TRUSTEE PTE,FC RETAIL TRUSTEE PTE,437527856,0,0,0,0.000208001554304936
JIANGSU BAOYING JINGKAI HOLDINGS,JIANGSU BAOYING JINGKAI HOLDINGS,41405010,0,0,0,0.000194521844043671
TRUCK AND TRAILER INVEST,TRUCK AND TRAILER INVEST,75523192,0,0,0,0.000328942895178424
ALTEC CAPITAL SERVICES,ALTEC CAPITAL SERVICES,1e+08,0,0,0,0.000196762415568501
KK NISSEI MONOZUKURI HOLDINGS,KK NISSEI MONOZUKURI HOLDINGS,19387358,0,0,0,0.000204739360996709
REALTY ASSOCIATES FUND XI PORTFOLIO LP,REALTY ASSOCIATES FUND XI PORTFOLIO LP,649999998,0,0,0,0.000201447508311136
BERWIND FINANCIAL GROUP,BERWIND FINANCIAL GROUP,1300000001,0,0,0.0202965139874817,0.000290738079004176
DONNELLEY FINANCIAL SOLUTIONS,DONNELLEY FINANCIAL SOLUTIONS,499999999,0,0,0,0.000204342216070522
SSG ACQUISITION,SSG ACQUISITION,7.7e+07,0,0,0,0.000213429949169256
ARES CAPITAL JB FUNDING,ARES CAPITAL JB FUNDING,8e+08,0,0,0,0.000218617465889312
FINANCIERE DU GRAND COMPTOIR SAS,FINANCIERE DU GRAND COMPTOIR SAS,17917228,0,0,0,0.000195395462052941
ZHEJIANG HONGDA EDUCATION GROUP,ZHEJIANG HONGDA EDUCATION GROUP,69008349,0,0,0,0.000194911897926318
REST NOMINEES NO1 PTY,REST NOMINEES NO1 PTY,212583376,0,0,0,0.00019743212787531
AMERIPRISE FINANCIAL,AMERIPRISE FINANCIAL,1000000001,0,0,0.0759949026589983,0.000214912172169746
DELTA DORE FINANCE,DELTA DORE FINANCE,62501954,0,0,0,0.000239665282480224
ARESIA SAS,ARESIA SAS,192714355,0,0,0,0.00064222381426898
REGISTRY FINANCE PTY,REGISTRY FINANCE PTY,1137399858,0,0,0,0.000896314755039992
FLF II HOLDINGS FINANCE LP,FLF II HOLDINGS FINANCE LP,2.5e+08,0,0,0,0.000286824856652377
FV FINCO SRL,FV FINCO SRL,123858036,0,0,0,0.000209419750066908
VIEL ET COMPAGNIEFINANCE,VIEL ET COMPAGNIEFINANCE,208339845,0,0,0,0.000200696693875957
APPF COMMERCIAL FINANCE PTY,APPF COMMERCIAL FINANCE PTY,812627587,0,0,0,0.000207402276054534
INTERMEX WIRE TRANSFER,INTERMEX WIRE TRANSFER,707500001,0,0,0,0.000491161991625837
DP WORLD AUSTRALIA PTY,DP WORLD AUSTRALIA PTY,334802565,0,0,0,0.000264657359386407
LLITST FINANCE PTY,LLITST FINANCE PTY,260040824,0,0,0,0.000199623569664978
TIKEHAU CAPITAL SCA,TIKEHAU CAPITAL SCA,503140722,0,0,0,0.000246852838288138
PAYA HOLDINGS,PAYA HOLDINGS,295000002,0,0,0.128539484775994,0.000362219378979058
IEQ CAPITAL,IEQ CAPITAL,275000001,0,0,0,0.000529569899573028
TRANSITION FINANCE STRATEGIES,TRANSITION FINANCE STRATEGIES,4.6e+07,0,0,0,0.000194687084246395
OBRA LONGEVITY FUND LP,OBRA LONGEVITY FUND LP,2.25e+08,0,0,0,0.000481455975098858
NUTRIDRY,NUTRIDRY,16354677,0,0,0,0.000195037278926549
NTT FINANCE AMERICAS,NTT FINANCE AMERICAS,123999999,0,0,0,0.000347327162812732
OLYMPIC BUYER,OLYMPIC BUYER,509999999,0,0,0,0.00021576302371424
EVERI PAYMENTS,EVERI PAYMENTS,7.25e+08,0,0,0,0.000220929513780396
YANGZHOU WEICHENG INVESTMENT DEVELOPMENT,YANGZHOU WEICHENG INVESTMENT DEVELOPMENT,120074529,0,0,0,0.000207083620128815
NOBIAN FINANCE BV,NOBIAN FINANCE BV,1222954878,0,0,0.0151547947804056,0.000223933881625383
ASTRA SLR FINANCE PTY,ASTRA SLR FINANCE PTY,466285757,0,0,0,0.000199726785957686
STAR MOUNTAIN LOWER MIDDLEMARKET CAPITAL,STAR MOUNTAIN LOWER MIDDLEMARKET CAPITAL,5e+07,0,0,0,0.000226142683638018
HIPPOCRATES HOLDING SPA,HIPPOCRATES HOLDING SPA,1112013915,0,0,0.0171525203691147,0.000500665328047127
CAPITAL BANK,CAPITAL BANK,5.2e+07,0,0,0,0.000225353559433933
INFRONT LUXEMBOURG FINANCE RL,INFRONT LUXEMBOURG FINANCE RL,416679688,0,0,0,0.00036025318413826
MAJOR LEAGUE BASEBALL FACILITY FUND,MAJOR LEAGUE BASEBALL FACILITY FUND,575999998,0,0,0.0132512901197035,0.000212795816652167
MILLMERRAN FINANCE COMPANY PTY,MILLMERRAN FINANCE COMPANY PTY,236637150,0,0,0,0.000201528262287701
CLARION LION PROPERTIES FUND HOLDINGS LP,CLARION LION PROPERTIES FUND HOLDINGS LP,499999998,0,0,0,0.000197955562586522
CDB AVIATION FUNDING 2021,CDB AVIATION FUNDING 2021,659999998,0,0,0,0.000223394310321274
FEC FINANCE,FEC FINANCE,319540865,0,0,0,0.000205171960782362
CNO FINANCIAL GROUP,CNO FINANCIAL GROUP,2.5e+08,0,0,0.0109468620571513,0.000208854477518766
CIBANCO INSTITUCION DE BANCA MULTIPLE,CIBANCO INSTITUCION DE BANCA MULTIPLE,685000003,0,0,0.0174124909355158,0.00087190664080398
BUNGE ASSETS FUNDING,BUNGE ASSETS FUNDING,599999994,0,0,0.0196246894632227,0.000201293951354145
TOYOTA INDUSTRIES COMMERCIAL FINANCE,TOYOTA INDUSTRIES COMMERCIAL FINANCE,499999998,0,0,0.0264145318873028,0.000202099267599354
BUNGE LIMITED FINANCE,BUNGE LIMITED FINANCE,1.5215e+10,0,0,1,0.000619172686886716
BANCO SOFISA SA,BANCO SOFISA SA,1.25e+08,0,0,0,0.000554175221699236
GRAN AMERICAS USME PROVISION SAS,GRAN AMERICAS USME PROVISION SAS,45200988,0,0,0,0.000194789874503028
MONEYGRAM INTERNATIONAL,MONEYGRAM INTERNATIONAL,1880500000,0,0,0.0538981942163252,0.000368897970043966
PHAROS SEA,PHAROS SEA,1e+08,0,0,0,0.000195170614616217
BERRYBANK DEVELOPMENT PTY,BERRYBANK DEVELOPMENT PTY,274473094,0,0,0,0.000241947218771422
SUNRISE BIDCO SARL,SUNRISE BIDCO SARL,625019535,0,0,0,0.000232547250287652
FEDERATED HERMES,FEDERATED HERMES,350000002,0,0,0.0244680703536908,0.000403514924476958
PENNANTPARK SENIOR SECURED LOAN FUND I,PENNANTPARK SENIOR SECURED LOAN FUND I,249999999,0,0,0.00973095208610714,0.000361577431760867
ALBION FINANCING,ALBION FINANCING,1441066640,0,0,0.0422897688408003,0.000378499300404358
AMP AUSTRALIA FINANCE PTY,AMP AUSTRALIA FINANCE PTY,67935666,0,0,0,0.000197831075946113
HCRX INVESTMENTS HOLDCO LP,HCRX INVESTMENTS HOLDCO LP,2079999998,0,0,0.133752589653768,0.000345478961206394
GLOBAL ATLANTIC FINANCIAL GROUP,GLOBAL ATLANTIC FINANCIAL GROUP,1e+09,0,0,0,0.000229028534680708
SULOGLU WEPP ACQUISITION FINANCE,SULOGLU WEPP ACQUISITION FINANCE,2.6e+07,0,0,0.00370547996896789,0.000303111720453317
ACLEDA BANK,ACLEDA BANK,315000003,0,0,0,0.000311646172195282
JUMP FINANCIAL,JUMP FINANCIAL,5e+08,0,0,0,0.000195667187337231
DYSONKISSNERMORAN,DYSONKISSNERMORAN,2.75e+08,0,0,0,0.000197546388557847
TRG FARRINGTON,TRG FARRINGTON,37500000,0,0,0,0.000222855299829567
LIFEMILES US FINANCE,LIFEMILES US FINANCE,5e+08,0,0,0.073960689728212,0.000198765011372133
AUSTRALIAN REGISTRY FINANCE PTY,AUSTRALIAN REGISTRY FINANCE PTY,1244295355,0,0,0,0.000216385313053247
WILMINGTON INVESTMENT LP,WILMINGTON INVESTMENT LP,6.25e+08,0,0,0,0.000721319252486593
VIETNAM TECHNOLOGICAL AND COMMERCIAL JOINT STOCK BANK,VIETNAM TECHNOLOGICAL AND COMMERCIAL JOINT STOCK BANK,1600000001,0,0,0.00851208124575124,0.000962017534662306
FRC GENESIS FUND HOLDINGS,FRC GENESIS FUND HOLDINGS,7e+07,0,0,0,0.000222462378928445
JAPAN LOGISTICS FUND,JAPAN LOGISTICS FUND,25849812,0,0,0,0.000202338165271455
BENTLEY INVESTMENT,BENTLEY INVESTMENT,143061515,0,0,0,0.000199231731058932
SDL II FINANCE,SDL II FINANCE,1375100000,0,0,0,0.000221042608244877
MIDCAP FUNDING,MIDCAP FUNDING,1764999994,0,0,0,0.00102111076387881
WALKER PARRAMATTA SQUARE FINANCE PTY,WALKER PARRAMATTA SQUARE FINANCE PTY,1872293953,0,0,0,0.000721268809769569
TIEN PHONG COMMERCIAL JOINT STOCK BANK,TIEN PHONG COMMERCIAL JOINT STOCK BANK,295030621,0,0,0,0.000218215537833139
ICL FINANCE BV,ICL FINANCE BV,1810424809,0,0,0.0477662789060714,0.000271886263270652
MILLENAIRE FINANCEMENT 17,MILLENAIRE FINANCEMENT 17,322508356,0,0,0,0.000197714771508234
PROJECT SATURN FUND V,PROJECT SATURN FUND V,56200000,0,0,0,0.000241742528670079
LIGHTEDGE SOLUTIONS,LIGHTEDGE SOLUTIONS,1.9e+08,0,0,0,0.0002132103482256
LOCHARD ENERGY PTY,LOCHARD ENERGY PTY,1066817491,0,0,0,0.000269302595205269
REMITLY GLOBAL,REMITLY GLOBAL,325000001,0,0,0.0222451269248896,0.000217504371626758
CFG FINANCE PTY,CFG FINANCE PTY,68260716,0,0,0.00420717469725133,0.000201917458538405
ELAWAN EOLICA FRONTONES SL,ELAWAN EOLICA FRONTONES SL,97567356,0,0,0,0.000198879757907962
ESR INVESTMENT PANAPAC FUND SCSP,ESR INVESTMENT PANAPAC FUND SCSP,1e+08,0,0,0,0.000196251765596699
BBR PARTNERS,BBR PARTNERS,137000001,0,0,0,0.000196631382532858
MARLINS FUNDING,MARLINS FUNDING,350000002,0,0,0,0.000204003398496438
NVENT FINANCE RL,NVENT FINANCE RL,1700000004,0,0,0.103356699134869,0.000207456231025552
CHINA LESSO FINANCE,CHINA LESSO FINANCE,1302285810,0,0,0.0514707069243056,0.000334434021709145
GORILLA SPORTS HOLDING,GORILLA SPORTS HOLDING,2604248,0,0,0,0.000194904110272249
IPCAAF MOB PORTFOLIO I,IPCAAF MOB PORTFOLIO I,105891000,0,0,0,0.000364340223425952
KENEDIX,KENEDIX,129249061,0,0,0,0.000276628247356085
FRIEDKIN FINANCIAL GROUP,FRIEDKIN FINANCIAL GROUP,4e+08,0,0,0,0.00019558552119404
SJ4 BURBANK,SJ4 BURBANK,1.92e+08,0,0,0,0.000197191490407082
KKR PINNACLE INVESTOR LP,KKR PINNACLE INVESTOR LP,1610000004,0,0,0,0.000340033709511336
YIEH PHUI HONG KONG HOLDINGS,YIEH PHUI HONG KONG HOLDINGS,1.14e+08,0,0,0,0.000242413245025074
JACK OHIO FINANCE,JACK OHIO FINANCE,275000001,0,0,0.0173985274486271,0.000197723494898517
ARROW GLOBAL,ARROW GLOBAL,1874031219,0,0,0.122590936950108,0.000234150267915017
SHERWOOD FINANCING,SHERWOOD FINANCING,357133905,0,0,0.0233621401749983,0.000201857136234623
SUN LIFE FINANCIAL,SUN LIFE FINANCIAL,4e+08,0,0,0.0147921379456424,0.000202478209203604
TRINITY ACQUISITION,TRINITY ACQUISITION,1499999998,0,0,0.0519477078528616,0.000232323743814154
CREEKBANK MION001 HOLDINGS LP,CREEKBANK MION001 HOLDINGS LP,129899855,0,0,0,0.000382402083519423
K WAH FINANCIAL SERVICES,K WAH FINANCIAL SERVICES,2569340070,0,0,0,0.000346478814557937
APOLLO FINCO,APOLLO FINCO,412511328,0,0,0,0.000200907109095447
GRESHAM HOUSE ENERGY STORAGE FUND,GRESHAM HOUSE ENERGY STORAGE FUND,419788976,0,0,0,0.000203860939190608
BROOKFIELD RUBY FINANCE PTY,BROOKFIELD RUBY FINANCE PTY,177737904,0,0,0,0.000195774404810026
DESRI HIGHLAND SOLAR FINANCING HOLDINGS,DESRI HIGHLAND SOLAR FINANCING HOLDINGS,175827861,0,0,0,0.000288700950207823
FINANCIERE DE LA SALICORNE SAS,FINANCIERE DE LA SALICORNE SAS,41667970,0,0,0,0.000194593507574605
DEVOTEAM GROUP,DEVOTEAM GROUP,276050292,0,0,0,0.000208476998535239
XPS PENSIONS GROUP,XPS PENSIONS GROUP,125310144,0,0,0.011585030850227,0.00019974202706476
CIRRUS HOLDINGS 2 PTY,CIRRUS HOLDINGS 2 PTY,94264800,0,0,0,0.000236735335237922
LINCOLN STUDENT PROPERTY,LINCOLN STUDENT PROPERTY,57654440,0,0,0,0.000359889317443425
RESTAURANT BRANDS IBERIA,RESTAURANT BRANDS IBERIA,531266602,0,0,0.0280767909066205,0.00052126938931495
FOLLOW INTERNATIONAL,FOLLOW INTERNATIONAL,659999991,0,0,0,0.000616608873288581
DOWNER GROUP FINANCE PTY,DOWNER GROUP FINANCE PTY,910142889,0,0,0,0.000212992485898847
BERLIN BRANDS GROUP BIDCO GMBH,BERLIN BRANDS GROUP BIDCO GMBH,67710450,0,0,0,0.000251162265938925
CARMILA,CARMILA,1422961132,0,0,0,0.000262499766095962
ACCRETIVE CAPITAL,ACCRETIVE CAPITAL,4.7e+07,0,0,0,0.000195960940944728
MSRDC TUNNELS,MSRDC TUNNELS,508919052,0,0,0,0.000699319318209708
400 WEST ELM OWNER,400 WEST ELM OWNER,97130000,0,0,0,0.000195686135441976
MOUNTAINEER MERGER,MOUNTAINEER MERGER,2e+08,0,0,0,0.000199100786789917
ARES INDUSTRIAL REAL ESTATE FUND OP LP,ARES INDUSTRIAL REAL ESTATE FUND OP LP,1150000003,0,0,0,0.000410190134301212
VOLTAGE BIDCO GMBH,VOLTAGE BIDCO GMBH,385428711,0,0,0,0.000233995417861473
NEW HORIZONS BAKERY,NEW HORIZONS BAKERY,72500001,0,0,0,0.00019701209664498
CHAMBRE DE COMMERCE ET DINDUSTRIE TERRITORIALE SEINE ESTUAIRE,CHAMBRE DE COMMERCE ET DINDUSTRIE TERRITORIALE SEINE ESTUAIRE,188130879,0,0,0,0.000202175483235389
JD STAR DEVELOPMENT X HK,JD STAR DEVELOPMENT X HK,470096000,0,0,0,0.000205291818729735
STELLA NEL FINANCE PTY,STELLA NEL FINANCE PTY,2732996000,0,0,0,0.00176583212703117
ALLSPRING BUYER,ALLSPRING BUYER,1.52e+09,0,0,0.0872623736631954,0.000206770665048604
EVO PAYMENTS INTERNATIONAL,EVO PAYMENTS INTERNATIONAL,788000004,0,0,0.0161891732782427,0.000248540501013054
BUANA FINANCE TBK PT,BUANA FINANCE TBK PT,92942659,0,0,0,0.000918543479558312
PORTICO INVESTMENT NETHERLANDS III BV,PORTICO INVESTMENT NETHERLANDS III BV,178682667,0,0,0,0.000360575323743082
ARA ASSET MANAGEMENT,ARA ASSET MANAGEMENT,1000000002,0,0,0,0.000332122062467458
KKR REAL ESTATE FINANCE TRUST,KKR REAL ESTATE FINANCE TRUST,5e+07,0,0,0,0.00019448223743066
WESTERN SOUTHERN FINANCIAL GROUP,WESTERN SOUTHERN FINANCIAL GROUP,499999995,0,0,0.0349543856702751,0.000203617654514549
ORIENTAL GENERATION,ORIENTAL GENERATION,51386800,0,0,0,0.0001966154128615
CHARTER HALL OFFICE FINANCE PTY,CHARTER HALL OFFICE FINANCE PTY,325051034,0,0,0,0.000203813419174149
SUN HUNG KAI PROPERTIES FINANCIAL SERVICES,SUN HUNG KAI PROPERTIES FINANCIAL SERVICES,10258090206,0,0,0.207365796845807,0.000672473806573887
HBS ACQUISITION,HBS ACQUISITION,125000001,0,0,0.0154084771499787,0.000195287532176359
ADAMS AUS FINCO PTY,ADAMS AUS FINCO PTY,90148104,0,0,0,0.000240255969106508
HORIZON INVESTMENTS,HORIZON INVESTMENTS,20500000,0,0,0,0.000197474303578102
BROWN ADVISORY,BROWN ADVISORY,3e+08,0,0,0,0.000298949656198281
AUGUSTA FUND 1 LP,AUGUSTA FUND 1 LP,400000001,0,0,0,0.000288032378641046
PROLOGIS INTERNATIONAL FUNDING III SARL,PROLOGIS INTERNATIONAL FUNDING III SARL,833359373,0,0,0,0.000215965892314709
PRIME PROPERTY FUNDING,PRIME PROPERTY FUNDING,749999999,0,0,0,0.000212558008434746
LORGISTIQUE SAS,LORGISTIQUE SAS,20313135,0,0,0,0.00020817837406969
EDP I HK,EDP I HK,277090479,0,0,0,0.000199296802569604
PEF 1 JNG HOLDING SL,PEF 1 JNG HOLDING SL,13542090,0,0,0,0.000214951720228546
LENDLEASE FINANCE,LENDLEASE FINANCE,2080326611,0,0,0,0.000790756062296245
CHOFU BIOPOWER,CHOFU BIOPOWER,234108828,0,0,0,0.00066322973793121
EVERBRIGHT FINANCIAL LEASING,EVERBRIGHT FINANCIAL LEASING,430413358,0,0,0,0.000512824745375126
MILLENAIRE FINANCEMENT 19 SAS,MILLENAIRE FINANCEMENT 19 SAS,5967895,0,0,0,0.000194281856938175
MILLENAIRE FINANCEMENT 21 SAS,MILLENAIRE FINANCEMENT 21 SAS,5365793,0,0,0,0.000194279060062153
MILLENAIRE FINANCEMENT 20 SAS,MILLENAIRE FINANCEMENT 20 SAS,5667885,0,0,0,0.000194280463335803
HPS STRATEGIC INVESTMENT PARTNERS V LP,HPS STRATEGIC INVESTMENT PARTNERS V LP,1250000002,0,0,0,0.000205191651165804
FORTKN FINANCE PTY,FORTKN FINANCE PTY,207065312,0,0,0,0.000239489075998956
ARLA FOODS FINANCE AS,ARLA FOODS FINANCE AS,416679690,0,0,0,0.000325525914159382
SINOOCEAN PRIME OFFICE PARTNERS I LP,SINOOCEAN PRIME OFFICE PARTNERS I LP,4.5e+08,0,0,0,0.000199699207622351
NORTHAB,NORTHAB,774999999,0,0,0,0.000203267166459283
LAO VIET BANK,LAO VIET BANK,8e+07,0,0,0,0.000215106212492088
SPARK FINANCE,SPARK FINANCE,247903033,0,0,0,0.000197690528558645
ANGEL CITY BELL,ANGEL CITY BELL,159700002,0,0,0,0.000210613035967516
MERIT ENERGY COMPANY,MERIT ENERGY COMPANY,3.1e+08,0,0,0,0.000521759049884441
COLONIAL FIRST STATE INVESTMENTS,COLONIAL FIRST STATE INVESTMENTS,1548672492,0,0,0.0258418929779882,0.000395714374226883
LINCOLN INVESTMENT CAPITAL HOLDINGS,LINCOLN INVESTMENT CAPITAL HOLDINGS,7.5e+07,0,0,0,0.00019529833224946
NOUCOR GROUP SL,NOUCOR GROUP SL,80210837,0,0,0,0.000588292586446744
BAPCOR FINANCE PTY,BAPCOR FINANCE PTY,520081652,0,0,0.0135714481949714,0.00102464651480428
EDUCA BIDCO SL,EDUCA BIDCO SL,98499999,0,0,0,0.000199117784819519
LONSDALE FINANCE PTY,LONSDALE FINANCE PTY,900391358,0,0,0,0.000292011762405725
IU GROUP,IU GROUP,677104493,0,0,0,0.00019634986303876
HUDSON ADVISORS LP,HUDSON ADVISORS LP,3.15e+08,0,0,0.052467843833811,0.000199144363765604
BRICKWORKS FINANCE PTY,BRICKWORKS FINANCE PTY,347523308,0,0,0,0.000480921070087183
POWERDC HOLDCO PTE,POWERDC HOLDCO PTE,232473890,0,0,0,0.000200452458903707
FOOTBALL FUNDING II,FOOTBALL FUNDING II,4.063e+09,0,0,0.0845609084782698,0.000580788248978522
SALTER BROTHERS ASSET MANAGEMENT PTY,SALTER BROTHERS ASSET MANAGEMENT PTY,299046951,0,0,0,0.000226595351645539
CARMEL PARTNERS INVESTMENT FUND VIII LP,CARMEL PARTNERS INVESTMENT FUND VIII LP,399999999,0,0,0,0.000209100888526925
BOYU CAPITAL FUND V LP,BOYU CAPITAL FUND V LP,1.22e+09,0,0,0,0.000209786308449195
DELIN PROPERTY ASSET MANAGEMENT UK,DELIN PROPERTY ASSET MANAGEMENT UK,189422586,0,0,0,0.000360426545227531
HCF FINCO PTY,HCF FINCO PTY,126379840,0,0,0,0.000196464224820875
CANICA AS,CANICA AS,135495234,0,0,0,0.000214458944128141
BOYU CAPITAL GROWTH FUND I LP,BOYU CAPITAL GROWTH FUND I LP,2.3e+08,0,0,0,0.000196705273726896
DETTMER ASSET HOLDING GMBH,DETTMER ASSET HOLDING GMBH,104169920,0,0,0,0.000375006723093353
CALAO FINANCEMENT SNC,CALAO FINANCEMENT SNC,25729972,0,0,0,0.00019500147944762
AFRICAN EXPORT IMPORT BANK,AFRICAN EXPORT IMPORT BANK,3935908015,0,0,0.0883600509274887,0.00149459328008559
HAITONG UNITRUST INTERNATIONAL FINANCIAL LEASING,HAITONG UNITRUST INTERNATIONAL FINANCIAL LEASING,973017735,0,0,0,0.000224756568068315
REITAN AS,REITAN AS,812971410,0,0,0,0.000370026628743662
MIWT FINANCE PTY,MIWT FINANCE PTY,581841351,0,0,0,0.000477781998216517
BOUBYAN BANK KSCP,BOUBYAN BANK KSCP,5e+08,0,0,0,0.000322364345352368
ALTALINK INVESTMENTS LP,ALTALINK INVESTMENTS LP,214592275,0,0,0,0.000212471843217055
SRV JOINT GAS TWO,SRV JOINT GAS TWO,154100000,0,0,0,0.000199392376879298
SOCIETE FINANCIERE DE DEVELOPPEMENT SAS,SOCIETE FINANCIERE DE DEVELOPPEMENT SAS,25979977,0,0,0,0.000195506295750348
BW US MULTIGOVERNMENT PROPERTY FUND LP,BW US MULTIGOVERNMENT PROPERTY FUND LP,1.2e+08,0,0,0,0.000205951101984806
CRESCENT FINANCE PTY,CRESCENT FINANCE PTY,583466606,0,0,0,0.000532143306634569
WHARF FINANCE,WHARF FINANCE,269780706,0,0,0,0.000199977452602305
SEMI FINANCE II PTY,SEMI FINANCE II PTY,104943160,0,0,0,0.000194710662787704
ARM RESOURCE PARTNERS,ARM RESOURCE PARTNERS,5.7e+08,0,0,0,0.000404101630402312
CONTINENTAL 599 FUND,CONTINENTAL 599 FUND,40300000,0,0,0,0.000270301086839863
CLARE SOLAR FARM FINANCE PTY,CLARE SOLAR FARM FINANCE PTY,72955700,0,0,0,0.000195580379738646
FORUM SERVICIOS FINANCIEROS,FORUM SERVICIOS FINANCIEROS,402499999,0,0,0,0.00169081458212492
WIDEOPENWEST FINANCE,WIDEOPENWEST FINANCE,1.18e+09,0,0,0.0287592345311628,0.000299504360215642
SP LYNDHURST FINANCE PTY,SP LYNDHURST FINANCE PTY,588342369,0,0,0,0.000215642634904803
EXPORT IMPORT BANK OF INDIA,EXPORT IMPORT BANK OF INDIA,2610197752,0,0,0,0.00108574070638115
BAHANA PEMBINAAN USAHA INDONESIA PERUSAHAAN PERSEROAN PT,BAHANA PEMBINAAN USAHA INDONESIA PERUSAHAAN PERSEROAN PT,296156272,0,0,0,0.000701008873741772
FREEPORT LNG INVESTMENTS LLLP,FREEPORT LNG INVESTMENTS LLLP,1149999998,0,0,0,0.000206917304145275
RLGH FINANCE BERMUDA,RLGH FINANCE BERMUDA,3499999996,0,0,0.145740979718329,0.000341275157149749
FREEPORT LNG DEVELOPMENT LP,FREEPORT LNG DEVELOPMENT LP,1187000001,0,0,0,0.000208132943255247
SCOUT ENERGY GROUP III LP,SCOUT ENERGY GROUP III LP,99899997,0,0,0,0.000318853201304401
RAIZEN FUELS FINANCE SA,RAIZEN FUELS FINANCE SA,1208339846,0,0,0.0330096113978123,0.000207227532465004
FINANCIERE GRANDE CORNICHE SAS,FINANCIERE GRANDE CORNICHE SAS,5104326,0,0,0,0.0001942778454992
HELIOS INVESTMENTS AUSTRALIA PTY,HELIOS INVESTMENTS AUSTRALIA PTY,336102768,0,0,0,0.000298350771420024
REALTY ASSOCIATES FUND XII PORTFOLIO LP,REALTY ASSOCIATES FUND XII PORTFOLIO LP,912000002,0,0,0,0.00037348237173438
ISKAY PET SL,ISKAY PET SL,198964550,0,0,0,0.000216234762027737
HO CHI MINH CITY DEVELOPMENT JOINT STOCK COMMERCIAL BANK,HO CHI MINH CITY DEVELOPMENT JOINT STOCK COMMERCIAL BANK,145000002,0,0,0,0.000230133234402937
REFRESH BUYER,REFRESH BUYER,162999999,0,0,0,0.000365895248286137
ZHANGJIAGANG JINHUAFANG INVESTMENT DEVELOPMENT,ZHANGJIAGANG JINHUAFANG INVESTMENT DEVELOPMENT,120074529,0,0,0,0.000195075267977226
CONTINENTAL 609 FUND,CONTINENTAL 609 FUND,44718750,0,0,0,0.000213112656990097
KAWAKIN FINANCE,KAWAKIN FINANCE,43220887,0,0,0,0.000359519460946743
CHAILEASE INTERNATIONAL FINANCIAL SERVICES PTE,CHAILEASE INTERNATIONAL FINANCIAL SERVICES PTE,1112500000,0,0,0,0.000440016006069091
BEACON POINTE ADVISORS,BEACON POINTE ADVISORS,470000002,0,0,0,0.000870180240332212
LYRIC FUND II ACQUISITION I LP,LYRIC FUND II ACQUISITION I LP,149999999,0,0,0,0.000209150516644731
CHAILEASE INTERNATIONAL FINANCIAL LEASING,CHAILEASE INTERNATIONAL FINANCIAL LEASING,3011005435,0,0,0,0.00110677533925949
REICH TANG,REICH TANG,3.75e+08,0,0,0,0.000354170001116934
CHI FU INVESTMENTS CHINA,CHI FU INVESTMENTS CHINA,29829342,0,0,0,0.000198005606664594
